m1_source,m2_source,chi1,chi2,dL,Lambda1,Lambda2
1.508826722661423814e+00,1.232125928601924159e+00,2.845749805958427275e-02,2.973190294044206899e-02,4.432954328106479380e+01,3.526607644482330670e+02,8.258864487024148104e+01
1.456377452203788669e+00,1.278873283182212717e+00,1.110107851193650741e-02,3.030188362828085263e-02,3.732179783350820657e+01,9.180795608541965294e+02,7.239587346513944510e+01
1.621551528908492967e+00,1.151139083156755838e+00,3.942716744494173531e-02,8.974942066332486021e-03,4.384463554903227589e+01,4.929146766670329498e+02,8.471744961177023470e+02
1.465711853567317036e+00,1.266011150356380233e+00,1.067162951476925518e-02,4.340391741343663408e-03,4.592661348246895159e+01,3.076830850377834281e+01,3.959395829169437775e+02
1.532660715677921948e+00,1.218981588316336406e+00,2.971969164003912187e-02,1.241557248723621290e-02,3.428408491802608182e+01,2.159802857008513399e+02,1.547412600353322887e+02
1.532585322271075245e+00,1.212202314752157006e+00,8.620647793284441987e-03,2.788180961968747887e-02,4.716985768058398065e+01,1.641693834555200056e+02,1.907190398647856000e+02
1.545836891024319870e+00,1.209365008769052396e+00,4.009812031783900610e-02,5.554793635949199261e-03,3.390950070896870017e+01,6.452572419554566068e+02,1.275650011321128432e+03
1.465988088805329381e+00,1.268749762929337610e+00,6.104367870501238233e-03,2.150037597917989901e-02,4.040971280028266222e+01,7.857790731421319208e+01,1.820377494275362835e+02
1.432217131212634831e+00,1.300950861746679843e+00,1.116975984425017457e-02,2.405733024947252427e-02,3.575194413395799842e+01,4.105301082461565443e+02,2.312984937624856627e+02
1.382297708503630540e+00,1.342918756131261881e+00,1.651489531178565017e-03,5.516099652757877267e-03,4.301524954370301401e+01,1.006497701619840200e+03,6.274672073386535658e+02
1.487288944732214846e+00,1.248577236001968904e+00,4.605783186795424193e-03,2.677739517125906840e-02,4.529205856914298778e+01,8.503242255884312328e+01,7.833520223648043839e+02
1.497389072740232807e+00,1.244349520096586170e+00,1.176296379531845820e-02,8.879868896690866487e-03,3.808665750388950499e+01,8.598536905116483808e+01,5.420422140988820274e+02
1.414790933596127287e+00,1.312450636188812414e+00,1.871360186286362415e-02,3.960823256629768252e-02,4.293105923690372805e+01,3.707810291297469689e+02,7.303064001685008861e+02
1.404756465696876067e+00,1.320506019159970235e+00,4.474725058650259879e-02,3.324516000303030794e-02,4.486857070518843216e+01,2.467895978220497284e+02,5.190979970253551983e+02
1.516670767081873539e+00,1.227212506529815172e+00,1.550123078476605895e-02,1.051177462095759414e-02,4.170873763459351835e+01,7.987563047740000854e+01,4.974464054328939255e+02
1.368065305221010108e+00,1.359778996652095895e+00,1.226070304788286387e-02,1.566700788574963699e-02,3.813402922231546199e+01,1.522662499875863773e+02,7.790164341657622344e+02
1.424958216976711434e+00,1.313708175900382136e+00,2.085788235044203423e-02,5.912227818691750611e-03,2.448535337250829258e+01,9.048723681259096452e+01,2.657425872307615577e+02
1.598231352290716334e+00,1.168163005977334246e+00,4.546474644626751632e-02,4.188551870277341070e-03,4.090609597430477606e+01,1.166774423469034758e+02,4.016666704651976829e+02
1.601832148183393478e+00,1.166318619777744869e+00,2.144331776878273272e-03,3.669694891195138947e-02,3.995046462830149636e+01,9.100500034756377943e+01,1.773020353766020435e+03
1.458521710042360642e+00,1.273543906025389472e+00,3.420812205825953661e-02,2.068296364735631998e-02,4.381088189952080825e+01,1.416982409636400462e+03,2.451107709626984388e+02
1.671740055470767983e+00,1.119804119598373227e+00,2.932246257427251548e-02,4.835391493893911874e-02,4.220403022382771496e+01,1.431636126091514427e+02,1.210987156300055403e+03
1.596163329313103896e+00,1.167731679976018899e+00,2.931383703330770266e-02,5.925111796202635339e-04,4.459033346213631432e+01,2.271063719998547867e+02,9.107659252316001357e+02
1.537542913685930213e+00,1.209545959123541792e+00,8.946239670311040976e-03,3.584154288111988246e-03,4.501031856249502283e+01,8.577724546568589403e+01,4.014715334056738243e+02
1.547552408469722751e+00,1.209826856067972800e+00,1.856701051379304815e-02,2.909331379182631197e-02,3.053987823447696570e+01,3.991266022154314896e+02,5.662863195796286675e+01
1.400209770132388121e+00,1.328027978669459541e+00,1.032723935465954673e-02,2.696103408611304209e-02,3.915378087020757647e+01,3.086513711301390828e+01,9.819590212760189161e+02
1.444500265781568205e+00,1.285520094795194357e+00,4.512109531627442327e-02,5.193464951305496249e-03,4.399695929775629821e+01,2.083844184750522800e+03,1.884525328665588120e+02
1.498418586475942726e+00,1.249468479633579321e+00,3.323775703064726396e-03,1.731506769709020149e-02,2.756530294198239872e+01,6.829792546909297926e+02,4.632591403139253998e+02
1.613190899356563790e+00,1.156388580199038563e+00,4.390452283809757883e-02,1.528822290553014281e-02,4.467452107160877262e+01,3.999037958194568319e+02,4.469772075758630194e+02
1.553393020780880596e+00,1.200648788662925126e+00,1.588473722826412408e-03,1.826972890162382665e-02,3.970645962395965256e+01,7.928608863988577582e+01,5.310143682032934294e+02
1.524236376404398019e+00,1.221667059339869299e+00,3.038237035901931310e-02,7.625262069304759686e-03,4.147109071623832222e+01,3.435661597154634137e+02,9.315524068203774277e+02
1.715822261966595486e+00,1.099380552501135089e+00,4.766937627172235237e-02,3.829541434319389676e-02,2.931286343084060775e+01,1.792748468785395630e+02,2.447369484391211074e+02
1.368960352618529663e+00,1.361805860962266301e+00,7.827660705354836561e-04,5.596282776192630301e-04,3.347978358309308078e+01,1.377975958979265215e+03,1.310823235412162830e+02
1.653142356029691618e+00,1.139433248997304471e+00,3.614104629496139864e-02,2.018919372045776400e-02,2.582192511000612356e+01,2.826184224004570069e+02,1.417781292356257552e+02
1.648306194427265892e+00,1.133925691949202008e+00,3.194229804663332312e-02,5.653989597522010926e-03,4.318374711121884246e+01,5.973523508654192682e-01,3.200325738478393305e+02
1.416869525529884211e+00,1.310973816753600918e+00,1.351369375156711433e-02,1.161702305318114761e-02,4.243883143160412175e+01,5.783209487339148609e+02,8.067431649066412547e+02
1.407202684445481022e+00,1.318603211694752364e+00,3.418534654206560608e-02,4.226671813483394435e-02,4.406055134034776444e+01,5.499901407824668240e+02,4.063175366750467674e+02
1.589427393114602349e+00,1.177716882147519684e+00,1.428422622407936327e-02,2.186444571399834280e-02,3.431180838396118560e+01,2.571354938192768032e+02,2.081913888454106711e+02
1.519310104334234524e+00,1.228534181818684567e+00,2.004428020342999359e-03,3.206557802980647409e-02,3.596670188704582216e+01,3.287260154802171428e+02,1.222903589975122713e+02
1.513447570837116674e+00,1.237450973739799620e+00,2.333798148258112853e-02,4.163270050066921607e-02,2.746502941806741305e+01,1.215231076334764282e+01,5.358255033774371441e+02
1.392841362539113392e+00,1.342317802041661512e+00,1.097915876526704172e-03,1.664828367306071116e-02,2.711973790286625885e+01,8.555005949271692600e+01,6.663979411070010883e+02
1.492410793443424311e+00,1.253557437103380412e+00,1.875912778437266101e-02,3.856671806206481840e-02,2.864730122456104056e+01,3.389091445910061680e+02,6.762628833545487339e+01
1.379956802619895173e+00,1.346413464630219270e+00,4.582858610087126722e-02,8.812959759198241150e-03,4.071332502876379067e+01,1.764509720090576081e+02,3.050980688749343699e+02
1.418035729505489284e+00,1.313186395193013167e+00,5.954335113598606920e-03,1.668005857527453395e-02,3.664894912154406370e+01,5.287539889974483458e+02,5.006543978506522308e+02
1.386824843011660979e+00,1.338332488542786303e+00,1.361382490502812369e-02,1.889228435610824930e-02,4.344767552646946740e+01,1.406704812658183982e+03,1.016746292286397306e+02
1.536577716110569147e+00,1.216299783179408900e+00,1.579407995982987090e-02,2.960720497442414015e-02,3.381720653138608412e+01,4.375087682723825537e+02,5.095002846723540983e+02
1.516714143335322618e+00,1.224592850426606150e+00,3.096991192387185329e-02,4.478216889080813279e-02,4.661018774779821428e+01,2.873942564041534808e+00,7.526078804830979152e+02
1.555717959299273145e+00,1.201879187432106422e+00,3.169150813821319107e-02,1.246107160425188529e-02,3.473284482769881976e+01,5.856825400863078812e+02,6.149357138778320859e+02
1.422885653695591612e+00,1.305919326219082466e+00,2.011661317219174544e-02,4.518074669172542079e-02,4.155529562936023069e+01,1.999963380006977332e+02,3.119201096386137237e+02
1.739815915247937106e+00,1.076946825083331172e+00,3.796830530270906695e-02,3.329108271633639260e-02,4.767152496106366755e+01,5.668149920733808500e+01,2.219459974869930079e+02
1.531383349499789270e+00,1.219777436773310741e+00,3.014121910510852292e-02,3.895338629774684064e-02,3.479094303872511773e+01,2.518973146059272210e+02,9.512234540081634577e+02
1.459022674110038498e+00,1.271687709793737575e+00,4.695076650065356863e-03,8.073889554331293433e-03,4.613756465634785542e+01,5.053133813167924586e+02,3.018050345235757845e+02
1.506404759914565350e+00,1.239631633946280953e+00,4.616382012140246571e-02,3.373691199265464735e-02,3.366017824130960179e+01,1.941534268578070055e+02,8.832054662391816464e+02
1.476880182916686657e+00,1.258375981332000793e+00,3.913948669718526896e-02,4.521852429624600989e-02,4.298558551329681165e+01,6.448606617308981015e+01,4.488856634691476302e+02
1.585132059707398122e+00,1.175203385966360203e+00,4.280316662495033120e-02,4.361679754726366376e-02,4.509236691249518003e+01,2.066710996973414467e+02,1.017008343169150749e+03
1.476913872144348217e+00,1.260676653227605470e+00,8.874062881767671301e-03,4.301880483968993640e-02,3.908919486600188264e+01,1.904176366805384930e+02,4.649011184211919954e+02
1.517918062357848763e+00,1.224509665234691402e+00,4.588081989854210507e-02,3.981437770683554644e-02,4.494672463064964774e+01,1.412414718432371217e+02,5.103881169636837853e+02
1.396193147664955836e+00,1.340131803513472608e+00,1.822310407961850662e-02,1.125543568118910105e-02,2.544450176335777769e+01,6.964359737538484296e+02,8.133517506656658043e+02
1.491556616193641771e+00,1.248452034915939146e+00,6.114201090911344956e-03,1.893278042224396523e-02,3.910167902390360695e+01,2.439938019608940323e+01,4.585910030764606518e+02
1.408190160882191622e+00,1.321562258221665509e+00,2.746380864582267933e-02,3.263207492948896199e-02,3.780220244843176403e+01,5.146809614783860525e+02,6.113127073025247000e+02
1.626627625537260924e+00,1.148106483019424084e+00,4.854005654601629971e-02,2.760444163735356962e-02,4.311657388298082338e+01,3.012498255736558690e+02,4.180511056151850369e+01
1.406364358446711149e+00,1.322215651230636668e+00,2.794236025512619737e-02,2.342957695991320852e-02,4.009140970281191585e+01,5.714862534600520405e+01,1.956686941372895035e+03
1.409902458389580282e+00,1.323708603702416386e+00,1.107424430253756836e-02,1.067435751196146518e-02,3.156662553205766386e+01,1.129923489005495583e+02,5.989800107732539800e+02
1.366253762060992027e+00,1.362839394874704180e+00,3.448191978411006917e-03,1.502896265293005539e-03,3.611934854787185856e+01,4.033146823196709647e+02,3.586508034692062097e+02
1.487833240592614681e+00,1.253104666744183859e+00,3.046578209049061181e-02,3.027845224343692770e-02,3.681390535718229984e+01,1.495468495938040121e+02,6.931753568939448087e+02
1.386288782914992135e+00,1.343795196935260172e+00,8.125774334281576916e-03,1.379980776776421232e-03,3.489712885773955975e+01,5.063761987340408837e+02,5.178888443298762922e+02
1.553275698735962385e+00,1.202251116147392329e+00,1.508086692403901030e-02,3.324698614123391960e-02,3.701669492523877381e+01,1.665969160470140196e+02,3.804474042788169186e+02
1.416918461125652451e+00,1.311429448103176743e+00,1.852685033613816687e-02,3.075436948742229712e-03,4.176869887507956491e+01,3.510047395062774740e+02,1.298791683781654910e+03
1.431773240343337639e+00,1.296993559957741349e+00,1.096072076129332544e-02,1.489768831886597797e-02,4.289151535082439182e+01,1.544438106788716709e+02,6.861347768022233140e+02
1.548569385926817921e+00,1.203967632655981168e+00,6.553272106899487269e-03,2.263430752352536823e-02,4.053731998010199788e+01,3.395482524663237882e+02,7.956563165887080231e+02
1.469047453583709251e+00,1.264411030701185323e+00,2.235780818011446833e-02,1.914378306552756356e-02,4.365313127843919005e+01,3.387352884908277417e+01,3.864741272392250266e+02
1.532371136672034950e+00,1.226538441808313618e+00,4.347338610157658843e-03,1.708460348933415682e-02,2.078369685353338880e+01,1.931180861496945624e+02,3.348867471139449208e+02
1.432605535752672132e+00,1.303773259442630339e+00,1.589170668301732869e-02,5.877222857755209397e-03,2.998492292128052128e+01,8.741995055124669989e+02,6.311199806652783906e+01
1.559583423019992088e+00,1.200895005920105785e+00,3.434127730154224595e-02,1.248378052580155495e-02,3.081948503629352487e+01,8.213130853921425114e+02,5.656596335846644479e+02
1.551013494280463423e+00,1.200857114615988097e+00,2.980649978857481674e-02,2.009121969811642622e-02,4.336177755201678963e+01,2.457835618930441228e+02,1.305172983851676690e+03
1.573890494619001101e+00,1.190803529860111842e+00,3.565201331564712278e-02,4.346687574406464527e-02,3.029038821735764486e+01,3.167333625214109247e+02,1.696310497150148819e+02
1.448922432313114017e+00,1.286346761625409840e+00,4.579926197725188441e-02,2.766194527899910188e-02,3.595801835347133846e+01,5.109667823281408232e+02,1.012709233938768989e+03
1.526152815253730699e+00,1.217872499362475880e+00,1.814099370161486105e-02,3.987864492875810296e-02,4.553830979153437397e+01,2.146018583506682376e+02,2.266846712615050023e+02
1.518698053690183958e+00,1.232247797721012894e+00,1.901853336750820508e-02,2.213094432356191993e-02,2.965889598696782414e+01,2.706396825499307397e+02,5.275054568299177760e+01
1.575339042627670549e+00,1.188079191754890074e+00,6.715517853379173591e-04,2.315018545167046513e-02,3.310452014550478594e+01,4.934397073406610446e+01,2.115967230897302045e+02
1.668294297475481303e+00,1.123667049323985756e+00,4.380669972117734456e-02,1.566706855771973425e-02,3.881685298424746833e+01,2.354374046790356090e+02,1.588079435660270974e+03
1.467270730718699845e+00,1.269911064138872892e+00,2.266968325930151205e-03,2.271768631678589695e-02,3.752594125677718750e+01,8.259431434759967487e+02,9.837013018648353864e+02
1.512584149518585885e+00,1.239815613366710423e+00,4.663355597927983098e-02,2.140979451359782335e-02,2.439635651349082934e+01,8.145502224871142971e+01,8.105097321766388632e+02
1.432309620411121642e+00,1.302048978436050053e+00,3.027686080249126360e-02,2.656316256900268305e-02,3.367959234895586462e+01,6.449111111402956453e+01,1.924332607381441676e+03
1.552845374245231280e+00,1.201074579900373918e+00,2.740137380375588447e-02,3.624419027987425823e-02,3.990267778951993449e+01,5.576218771853948510e+02,4.278677629975520631e+02
1.514274330664639789e+00,1.235790268646135059e+00,1.710597954283328212e-02,1.180917854169235073e-02,2.938361891824793304e+01,1.021781946634896059e+02,9.777374132303043552e+02
1.426126701007381481e+00,1.307183741379425390e+00,6.004490322226235625e-03,4.275640151493292906e-02,3.443732023193887670e+01,2.928645819531403163e+02,1.214869331656594568e+03
1.475212876735913836e+00,1.258487361995558773e+00,2.792328604057370614e-02,3.998296585114841095e-02,4.540057635550746795e+01,1.291966855981021638e+02,4.258404867150096038e+02
1.577444265933671375e+00,1.182180501817091445e+00,3.934339766567523933e-02,2.161810016437731505e-02,4.204157085212209211e+01,1.360294529919320041e+02,3.752018301465758441e+02
1.538172479435646833e+00,1.209168557433065283e+00,4.610326653079968237e-03,5.158398848284316725e-03,4.480304422321069069e+01,1.053635045324078412e+01,8.627326326660720497e+02
1.473743805253763250e+00,1.259964892893282506e+00,1.585176787671447110e-02,2.459085582354771440e-02,4.509593984643434084e+01,1.999931356153508091e+02,2.140445015327252349e+02
1.414819671363610976e+00,1.314183920921444981e+00,1.195037320852691994e-02,6.714849767940520801e-04,3.967516192287831700e+01,1.843323348231851355e+02,3.999036526248241898e+02
1.536549956090954572e+00,1.210059828299934193e+00,4.158032487680910633e-02,4.741791386516080314e-02,4.634962704147280022e+01,7.575822255090953377e+02,8.443055957672785325e+02
1.467628433737992788e+00,1.265764631595132084e+00,2.535064588588815601e-02,4.342481033238691085e-02,4.413078091227627198e+01,3.255727728805492234e+02,1.011705456725118552e+03
1.371085930656734897e+00,1.353816095630403726e+00,6.696236072689008834e-03,1.373196175181887885e-02,4.322776788191091413e+01,9.168238124781649958e+02,2.568952520399702735e+02
1.531411910223085426e+00,1.226177954934772441e+00,1.554238322118541710e-02,3.948637656794999617e-02,2.300114768591688730e+01,7.266473822712965784e+02,7.597880964217977180e+02
1.621325853422081131e+00,1.152136110920110257e+00,3.048208434535280842e-02,2.763060978544960855e-02,4.214983589411853870e+01,7.641533064065352221e+01,3.729060098835963686e+02
1.561916126694394835e+00,1.195948873436604165e+00,1.368497654722450677e-02,1.299490230502314131e-02,3.665884309820868481e+01,1.164046947353281638e+02,2.050293020538464077e+02
1.507671194446882801e+00,1.232692306825913020e+00,1.515097311232822992e-02,8.692042595797548968e-03,4.476703227967870191e+01,1.809986937598627605e+02,2.340643070035769711e+02
1.561139124610009699e+00,1.193685299160095470e+00,2.370068003433056444e-02,5.047458058573450236e-03,4.212162383111159158e+01,4.071364181054465803e+01,1.483951283914318310e+03
1.393040870986273383e+00,1.335278273608732080e+00,5.447656131553606923e-03,2.408014535510017567e-02,3.864756756325641618e+01,5.682292291016543686e+02,9.793048691268241157e+01
1.439721280474463239e+00,1.291624036995470126e+00,1.819180287256318487e-02,2.521253148177048098e-03,4.050408435942595986e+01,1.005103838782924441e+02,6.750863247719964875e+02
1.478147976956677212e+00,1.258006575140139249e+00,3.396887715955715370e-02,3.519706233504447251e-02,4.208679527275903354e+01,7.500116562196315044e+02,9.840140495263968887e+02
1.463230162688188729e+00,1.272740511457392198e+00,2.125963038164687194e-02,1.129504472886836211e-02,3.759709396224550915e+01,7.332650538429453491e+01,9.310190409849625439e+02
1.481923329431189540e+00,1.255318808782331930e+00,7.580126972918232488e-03,3.388879224872341778e-02,4.167719744424267958e+01,1.213694902241361433e+03,4.423407681250835708e+02
1.399454183804868190e+00,1.338265875930253035e+00,4.275524343401087418e-02,2.055211318497019574e-02,2.322671956998473064e+01,5.743703223302045444e+02,1.118566787541782105e+03
1.528512493578479514e+00,1.218474959457364504e+00,2.278032683327256905e-02,4.269712775614234457e-02,4.102969493429478831e+01,2.978178967991054265e+02,5.229594043081166319e+02
1.421679011776619816e+00,1.309176654698188225e+00,6.646319403416578279e-03,1.928253843538019902e-02,3.796409652165566939e+01,9.542803497176524843e+02,3.827303896760127486e+02
1.494382118015774807e+00,1.243758019598360853e+00,1.872322470776148148e-02,2.873129175853822437e-02,4.387953589957727019e+01,8.426036767769055302e+00,1.180860316511815427e+03
1.547837903074535726e+00,1.204816501212875979e+00,4.521685222884813671e-02,1.434744299673885656e-02,3.917233157299295243e+01,2.928479648736346519e+01,6.393348999011479918e+02
1.383025945963409553e+00,1.358309450301280030e+00,2.692235972131472397e-03,3.367125549621038678e-03,1.629918172422310363e+01,4.617778962374799221e+02,6.432315989746925879e+02
1.698161370857803609e+00,1.106453013150164422e+00,2.840313627826543050e-02,4.762893330964316357e-02,3.631957818133658833e+01,3.737753689683390235e+01,4.778376722486967196e+02
1.575821480644485684e+00,1.183549792640133269e+00,1.310754293896240763e-02,4.877101619174241398e-02,4.138613491625306295e+01,8.564985802183370822e+01,5.296124318679721910e+02
1.367748326733786213e+00,1.365583037093941687e+00,3.600796619567966667e-03,1.744177466503539845e-02,2.966491491355590426e+01,1.713168866344125831e+02,1.256748352678552692e+03
1.415809291187863028e+00,1.319549484277423357e+00,2.176230832318897662e-02,2.566649310714554100e-02,2.882438899577739377e+01,9.169715699978043233e+01,4.372485434990396698e+02
1.516558293155641834e+00,1.239417652976072315e+00,3.703510195798846716e-02,2.879269076363909913e-02,1.977009487394998288e+01,9.961976582575736074e+02,3.819585136874625277e+02
1.660282940239507399e+00,1.134495928425814260e+00,4.311910295811354626e-02,8.975015856108124312e-04,2.634177976234672869e+01,1.364752243353025918e+01,4.855844516584726307e+02
1.502831258721801344e+00,1.236766797936064366e+00,1.323168005994720779e-02,6.554798412802361439e-03,4.436507963030488355e+01,2.039605131380389480e+02,1.037874578211072276e+03
1.547227634709883892e+00,1.208080502477988594e+00,3.450234223251974486e-02,4.530940040509620625e-02,3.421620336084563974e+01,2.047926376291555925e+02,1.323905541656965283e+02
1.610132126664701291e+00,1.159694427370548064e+00,3.959212875090041550e-02,1.665924949676802352e-02,4.166375432356267083e+01,3.455713175261927006e+00,3.408039877120748429e+02
1.704787982903355870e+00,1.108652792805488119e+00,4.743420982936424196e-02,4.076467332213303679e-02,2.330416033366770279e+01,1.057316869218520594e+02,3.770164345870189209e+02
1.622167680373969523e+00,1.153430994716117652e+00,1.255435039888442433e-02,4.668069623120912892e-02,3.866785347203644108e+01,4.462569660055352472e+01,1.906177847534112288e+03
1.365002166079395396e+00,1.364665093254580297e+00,3.509365002915981746e-02,2.667897271048429164e-02,3.515159689961086542e+01,3.783765328130572811e+02,8.088939820323408867e+02
1.523032278132053108e+00,1.224663896569050170e+00,1.676563191229850369e-02,4.995747687168666622e-03,3.763668520508326765e+01,6.514434412463293711e+02,4.916459985669517323e+02
1.483481004770748513e+00,1.252881488594127291e+00,3.548477340395354840e-02,2.208705868624258328e-02,4.340881309444220193e+01,4.319733567687546838e+01,8.031835628194548917e+02
1.525425958700304507e+00,1.219516390924361593e+00,4.197671009599785417e-03,4.019786242356859773e-02,4.401885826726159223e+01,1.165552648821256980e+03,1.696349147116939548e+03
1.536784011694702690e+00,1.211025050495906141e+00,2.463771761364283094e-02,2.341955879206889662e-02,4.345078917389323436e+01,1.303857544924941578e+02,4.627540301017599518e+02
1.367684770806755212e+00,1.356693739082109884e+00,4.545928951409287239e-02,2.221229414660895810e-02,4.371483368661471758e+01,1.064190055645922939e+03,9.041674096430791963e+01
1.423904370260879348e+00,1.310925124141310905e+00,1.740926522465861825e-02,1.486742770420324856e-02,3.129643323704217295e+01,4.639367441307503555e+02,6.126686278701799893e+02
1.686961310086025012e+00,1.108493611555295688e+00,4.662316545162449588e-02,2.580823589001477597e-02,4.641974617945074755e+01,7.855005889776117556e+01,4.170113838431163344e+02
1.416178397818471213e+00,1.319936896653152836e+00,3.052628745577969788e-02,1.526041470230506125e-02,2.772976052649746848e+01,2.367944399179652919e+02,2.776758141259994659e+02
1.510247621418436603e+00,1.241442509953429196e+00,2.470798698529126647e-02,3.625781508048257773e-02,2.455754762820056314e+01,1.250943462498700143e+00,6.493330262891249731e+02
1.488855696786354876e+00,1.253074117520373454e+00,2.350711405991322972e-02,2.569390012900286263e-02,3.505558766646456803e+01,7.081203912992543792e+02,5.283203569754668933e+02
1.622643715707751344e+00,1.150696284202880504e+00,4.908848031046595534e-02,2.449084790488271005e-03,4.317168952025843964e+01,1.100967467613693316e+02,4.522521779530136428e+02
1.662864430489918721e+00,1.137455183136536929e+00,4.409392658012428051e-02,2.156812185809079199e-03,1.721194016921545611e+01,2.382242288516645203e+02,1.946770125783503502e+01
1.443993876102618756e+00,1.288817317866734369e+00,3.241747449745901316e-02,2.332939329586966246e-02,3.859403950393841143e+01,2.956659929926140080e+02,4.275712993348212194e+02
1.379137209535017394e+00,1.350693138042449615e+00,1.243186388318743424e-02,1.208957940560884906e-03,3.526239000593551509e+01,2.697076086775344947e+02,9.585329900889151986e+02
1.513658871852505472e+00,1.228427117969571825e+00,1.666093944638539007e-02,1.512984213526853867e-02,4.456726829200234619e+01,3.605059021487599580e+02,4.900555716261126236e+02
1.491555938087854249e+00,1.252340290069538176e+00,4.724517093801509221e-02,2.767916670923052831e-03,3.272246429861865380e+01,6.956105600013939920e+02,1.023648804070992810e+03
1.448507198505688542e+00,1.286870246715612121e+00,4.083736119347642496e-02,6.901972658339160238e-03,3.527854552719063008e+01,4.012941885421075767e+02,8.306463377365630549e+02
1.382063903985244036e+00,1.354938288947064917e+00,3.828615233085910785e-02,3.729220070465307305e-03,2.362121270419013186e+01,4.874813333230629269e+02,2.088847000904457616e+02
1.596153816200243325e+00,1.169429267159135533e+00,1.042545897414894757e-02,4.206122613034477681e-02,4.144724788756903422e+01,1.800749682630150801e+02,1.711979809022228892e+03
1.508018729717887974e+00,1.240230939947318145e+00,1.428839926433593359e-02,3.782583657509819546e-03,3.040078782037486604e+01,1.800220723272175860e+02,4.406951463754875249e+02
1.532636545114057336e+00,1.218296431764664955e+00,4.801834265378545491e-02,2.697946199299425599e-02,3.598492507444237987e+01,8.595938320287634724e+02,4.092930212053988157e+02
1.601243782566879714e+00,1.168334998806186631e+00,3.550983750902494268e-02,4.780046120851259850e-02,3.685346113620738606e+01,2.242008483229531635e+02,1.907842456849452333e+02
1.384888833523905571e+00,1.351372003160289159e+00,3.854639789291497420e-02,2.722680076192343646e-02,2.461119068797614418e+01,5.230746479114667409e+02,1.203886483569369261e+02
1.669551624973257375e+00,1.121303385232911731e+00,4.400866101474637526e-02,6.514846585299929535e-03,4.186534166122562794e+01,1.004332511635115281e+02,9.553984380553209803e+02
1.422534845519795477e+00,1.310829908106922792e+00,4.845005614183997555e-02,5.951826788810638674e-03,3.342045386703675547e+01,2.351001283678420180e+02,9.372775738925447513e+02
1.511408857831025410e+00,1.240888846378924271e+00,3.268009100441543469e-02,4.448330078628684459e-02,2.437699839724314188e+01,5.199602770227573956e+02,3.012218442977473387e+01
1.419329872487152144e+00,1.309943759815516584e+00,1.331364511028597895e-02,3.476468783009396130e-02,3.996720143954131288e+01,7.240752207863511103e+01,4.759059249626563428e+02
1.409728802725729757e+00,1.324079914611835163e+00,3.730927591844976354e-02,3.507903772228113115e-02,3.096925581496534008e+01,4.043266857375493828e+02,8.356131689340256230e+01
1.639189010029133753e+00,1.139809851538624352e+00,3.776524942655286321e-02,3.794177772358713063e-02,4.298535663474224577e+01,4.680024010443472804e+01,4.208523005158362480e+02
1.444740202910989479e+00,1.287051812354650382e+00,2.031720109465443708e-02,4.891505614690254411e-03,4.043767492792991902e+01,2.102952510730705740e+02,1.956031282429011924e+02
1.573478110656664652e+00,1.190339195982388576e+00,4.932715207705801186e-02,4.718335334126899649e-02,3.190245724513284742e+01,4.108317255579875109e+02,8.101800748608906133e+02
1.618648948983795410e+00,1.152352470793828410e+00,2.384650308234881680e-02,2.326608360795459282e-02,4.521069366865877015e+01,2.944839261241988879e+02,5.354274594053248393e+02
1.454126166527135000e+00,1.276253352466415025e+00,1.801277601116020241e-02,2.787922553347220098e-02,4.550872037401045844e+01,4.226190560993831582e+02,1.109042069427720435e+03
1.398537237493211682e+00,1.325880380298048777e+00,1.364322347826021561e-02,2.339535232835207937e-02,4.556270325106810759e+01,9.296199352659650685e+02,5.433195413125177993e+02
1.452715905787400619e+00,1.281805533021186827e+00,4.483049611116391581e-02,3.537233107396076104e-02,3.809908622727564875e+01,9.285740291678366702e+02,5.323947893448215609e+02
1.531256608529226293e+00,1.222793482133274656e+00,2.189510938544905402e-02,1.156597354346040885e-02,2.884585817804877195e+01,1.802348969347844161e+02,1.514992558062464241e+02
1.375853610022032214e+00,1.355603574487165952e+00,3.801209565307465260e-02,9.164184671515158281e-04,3.219215979951200524e+01,4.090127012219797962e+02,6.147883597411132541e+02
1.570452727468490517e+00,1.187574374179449777e+00,1.516472086401387739e-02,1.702805232983269426e-02,4.106793364847194283e+01,3.337335698186472541e+02,5.769231622243097490e+02
1.525153370750687243e+00,1.220332558020352121e+00,2.798905857355234172e-02,3.189352780022831207e-02,4.238433225391526094e+01,5.101875680115033873e+01,1.159872589399772551e+03
1.366846751685099726e+00,1.359129370865256314e+00,2.274365537288578192e-04,2.595819472204787069e-03,4.138173562152259422e+01,3.877364028964750560e+02,2.385498936846299785e+02
1.540156134784133934e+00,1.211194568417978124e+00,2.709213069038619512e-02,2.996580884121663804e-02,3.833819470209040503e+01,5.329261698984134377e+00,2.926624786910455214e+02
1.435257557286837349e+00,1.294281600243601060e+00,1.890287185921424307e-02,5.015908650856419453e-03,4.248379687465989463e+01,2.670383229134934027e+02,2.686125524905787643e+02
1.382617019181710649e+00,1.350509484282967243e+00,4.371562107815338966e-03,9.364549164556815880e-03,2.978129686916124541e+01,1.037781046303366992e+02,5.756772724178127874e+02
1.413411721347030081e+00,1.325893036265209046e+00,2.893383151848992821e-02,1.523831122892637877e-02,2.207606752690647411e+01,3.177861796164861374e+01,6.399745100901374144e+02
