m1_source,m2_source,chi1,chi2,dL,Lambda1,Lambda2
1.472705693306527674e+00,1.266070310948593125e+00,1.786080151895872922e-02,3.029435987778962558e-02,3.521581628996260349e+01,9.455844762038753970e+01,2.117554702971685288e+02
1.522618332514988460e+00,1.223839686032300644e+00,3.848163512921537466e-02,3.590823552673455977e-03,3.934561847599853479e+01,1.696993968298932316e+02,2.662404284941733863e+02
1.512841207088694517e+00,1.234962223261374392e+00,4.516626923178217179e-03,3.205026138911690192e-02,3.337077701218182568e+01,1.588699255940737203e+02,8.146797644033263168e+02
1.597975248450383523e+00,1.166834968270642037e+00,4.017695739587139048e-02,1.148861907185179214e-02,4.414933207416216732e+01,3.898027296062709723e+01,4.070556541652923670e+02
1.485013628958228082e+00,1.255124187534531588e+00,4.133289770873257302e-02,2.900471162974514478e-03,3.701370793834635720e+01,4.793688801385767420e+02,2.758723628479655687e+00
1.386657352186412950e+00,1.342012450603313534e+00,1.831628371011142023e-02,4.469395123061974118e-02,3.736069821984708739e+01,1.624925045329275122e+02,2.619804621898757091e+02
1.427743008658840296e+00,1.302239535473977083e+00,2.734248159970765254e-03,1.330954734905771472e-02,4.022267063776511264e+01,1.600881643808460808e+02,1.539520807346516676e+03
1.374747533526149423e+00,1.351814547142340839e+00,1.363925730397023972e-02,2.007187863980412421e-02,4.037859026987416655e+01,1.500964068247936893e+02,1.715071722378531831e+02
1.489899146812212694e+00,1.256589642295424802e+00,1.492922404304719564e-02,1.671549820912077156e-02,2.725559980719412323e+01,6.929770129489293140e+01,7.818535620373863821e+02
1.486880091209337840e+00,1.256477912878467995e+00,2.602886514806970406e-02,3.775435577466636911e-02,3.177065195041819834e+01,5.207257603456441757e+02,2.123508025950320643e+01
1.495717467356917574e+00,1.241430464568698877e+00,2.583558304392412353e-02,2.103561890058838410e-02,4.621668848908790750e+01,2.306921072939959458e+02,4.814139354683108536e+02
1.533669917119388382e+00,1.219713367457576636e+00,2.098787087984697181e-02,1.398842921892380631e-02,3.174604448005324642e+01,4.504888355861568527e+01,8.360006460104719963e+02
1.580561783710994428e+00,1.190968884615385637e+00,4.127904558529513213e-02,4.031574107276640617e-02,2.155479471250700740e+01,7.874027308656666264e+02,2.658022415256949444e+03
1.621796284973501034e+00,1.154517948470615840e+00,3.072200500484115887e-02,3.513436450579333903e-02,3.643474360125878064e+01,2.736597313376412188e+01,5.790432991098175535e+02
1.410363217793073831e+00,1.324262498261314036e+00,1.327723922094035426e-02,2.470867416655971038e-02,2.960801019443086801e+01,2.131817755650147603e+02,1.817918826452716416e+02
1.431329585574814045e+00,1.305460186179996152e+00,1.434253549882260736e-03,7.163058057753933505e-03,2.940000953763376401e+01,8.267341673412263390e+02,1.938075313862154303e+02
1.382935115764937661e+00,1.345437617799728480e+00,2.049181195234654404e-02,2.085201049178494331e-02,3.755788768512118025e+01,5.935939875227794573e+02,6.171843197534244609e+02
1.462668626261587779e+00,1.281588135002943440e+00,2.249896416370031349e-02,4.777490341546191191e-03,2.275886559869990222e+01,3.204290949456174076e+02,1.147500383383629242e+03
1.401724093290614759e+00,1.340058116421815049e+00,1.155953608578146226e-02,3.924522365587362893e-02,1.641867343246834210e+01,2.484300681793656622e+02,1.840890851607459240e+02
1.526550173355874396e+00,1.228491444077477457e+00,1.829564749408583990e-02,3.089019768432372040e-02,2.546357426685588621e+01,4.887756519435488940e+02,4.253957449238210984e+02
1.428880365314127321e+00,1.299619986921445314e+00,8.792778014934421113e-03,5.878622968970735260e-03,4.305752735144185550e+01,2.723166780163539897e+02,9.173237348032297405e+02
1.475643464459186704e+00,1.263567539791093486e+00,8.511618051661739431e-03,4.860287601978437871e-02,3.601888073174995952e+01,8.215404950773072414e+02,3.468454084206483685e+02
1.536849293013162754e+00,1.212843106720580488e+00,2.687474380197080182e-02,1.333274267168516568e-02,4.021128979922725932e+01,5.454681593775228521e+02,1.490722921451841216e+02
1.495450808449901858e+00,1.247849412602186403e+00,3.278308360362944263e-02,2.928773175299720366e-02,3.473545355614021446e+01,7.841450130312369993e+02,8.370091259411528881e+02
1.532463650294319857e+00,1.217939288310427637e+00,3.472311597801695793e-02,3.682383501312974650e-02,3.667046934183585449e+01,3.897898685248485435e+02,7.324758786728780251e+02
1.536631896293145561e+00,1.212074375532312009e+00,2.507136456154104506e-02,3.296900273006837107e-02,4.169838239917606160e+01,2.681219203430084690e+02,1.010657477013083962e+03
1.472323697404375409e+00,1.263243893557067565e+00,2.806249394694103338e-02,1.669709742222717438e-02,4.138201777419710226e+01,6.467347244132948845e+02,8.518396309029604936e+02
1.385721639722324205e+00,1.339180274179765595e+00,4.921678734416216894e-02,2.434061630964592243e-02,4.379401124339968021e+01,4.676311021062560371e+02,1.648243462688132013e+02
1.511437407244897280e+00,1.242378670787826156e+00,1.356059910542899843e-02,2.554150918446788238e-02,2.130805095963301454e+01,1.394684804216145437e+02,3.947079138391076185e+02
1.422073079057661893e+00,1.307131175325422667e+00,3.090010757270105282e-02,1.567945584055998459e-02,4.137239979912197185e+01,2.794867811186888389e+02,2.217907245788012460e+03
1.613014809823928530e+00,1.159577064362187437e+00,3.553836465233492503e-02,1.158690356511541883e-02,3.839897227565770521e+01,1.665945992365281256e+02,1.893520742539012417e+03
1.630307434289961055e+00,1.152386956885965930e+00,4.219602819672725602e-02,5.719393576342953096e-03,2.908619673399110894e+01,3.189012686008910435e+01,1.480404397597455386e+02
1.432583739209533968e+00,1.300016929425096279e+00,3.926201941644158304e-03,5.874000848335244815e-03,3.680320823488888493e+01,1.262242893415022991e+03,1.067336065225533446e+02
1.512473992238835496e+00,1.234280041828074603e+00,1.052943155207646669e-02,2.260718316349026938e-02,3.501963310918132066e+01,1.836073515115100179e+02,4.762118524200066645e+02
1.461197964194287824e+00,1.272956944058452056e+00,2.661968942831598878e-02,4.230725942242315185e-02,4.097815787208793381e+01,8.220696389598222140e+02,5.040367977054120274e+02
1.487399795483027587e+00,1.253743490303371733e+00,3.683663723290511727e-02,1.922421116290723084e-02,3.602999602687030745e+01,1.590251961091900057e+02,1.153168560044433889e+03
1.455784752772539825e+00,1.277679753741033597e+00,2.180747262227871255e-02,2.170388301070994008e-02,4.005108567177308743e+01,1.139329439559350732e+02,2.011542355904787485e+02
1.429437449587267261e+00,1.305171648327990264e+00,7.545683518183785889e-03,4.266511338390074383e-03,3.266952238635751371e+01,6.725210094060655592e+02,5.825592485626333428e+02
1.486325683921142060e+00,1.252835452651541059e+00,2.194109977204108594e-02,3.272340815055911969e-03,3.933668739851195539e+01,1.922783531174077893e+02,1.264371794825843835e+03
1.418750818599038066e+00,1.310091985824464844e+00,1.818673010343697938e-02,1.302812129684162608e-02,4.097078684690199424e+01,4.607708385918876388e+02,8.401250923558220620e+02
1.525740017005021931e+00,1.221599945413074595e+00,2.108110732990832459e-02,1.280970313786427596e-02,3.952217710105436055e+01,4.254734476563659769e+02,1.344356009047144198e+02
1.557174342857346128e+00,1.194414416017784530e+00,3.677724994241499817e-02,6.757768135870340087e-04,4.630615582852300349e+01,7.546543613020965324e+01,4.680488988538604644e+02
1.405962822769438736e+00,1.319730483396651222e+00,1.237239646703676421e-02,3.584969359716764364e-02,4.407590306052130558e+01,4.697338410108945794e+01,5.656403294030164943e+02
1.460074015898400690e+00,1.271555767243905510e+00,7.954450575225931186e-03,5.943234156332377963e-03,4.473426453597186025e+01,4.760574556336262049e+02,6.011244474603680601e+02
1.522900060404470457e+00,1.225034931540978755e+00,3.563559422168671720e-02,2.848212086762836812e-02,3.694320648530315054e+01,9.146633021233911620e+01,2.600541038291386826e+02
1.434284601035251905e+00,1.293953515335654503e+00,4.018106975045639823e-02,7.490396382697839858e-04,4.443902233825127723e+01,4.915875397410013647e+02,9.316629280847297423e+01
1.443097947793897440e+00,1.289681573681320748e+00,2.756251209916697059e-02,1.561606593036226828e-02,3.863621148875646583e+01,9.732885952256420978e+02,4.091778373431819773e+02
1.498847349562546505e+00,1.245881191438714009e+00,2.615721051899475361e-02,2.821730008657293703e-02,3.374484867736450866e+01,5.871968975789210390e+02,2.160716487933998451e+02
1.490592769200248080e+00,1.249521312087013003e+00,2.984419239778909883e-02,3.673028346998184757e-02,3.886575474515209550e+01,2.186193801656337143e+02,1.646128775019491286e+02
1.474150846065307663e+00,1.262491158265400371e+00,1.036183618641956655e-02,7.245376736966071055e-03,3.979094701371049325e+01,7.296986745447236444e+02,1.039602530713387125e+02
1.540146867544691878e+00,1.215855680615258283e+00,1.912728791940473960e-02,3.534943757121481595e-02,2.949079490508356116e+01,1.906219060836338599e+02,2.573589244046797262e+02
1.441763390704346559e+00,1.289289155759820726e+00,3.867567591549617156e-02,3.490345833450717028e-02,4.137522563423872413e+01,2.768042713815205502e+01,1.168488066045664709e+03
1.377896839721993283e+00,1.355203064501565136e+00,4.787856028218272393e-03,2.669902812209880988e-02,2.928584715914376346e+01,2.992084064590842445e+02,5.130075269050686160e+01
1.657104816162186633e+00,1.129664612290366188e+00,3.488834842274105008e-02,2.091013846097214066e-02,4.047341037581904288e+01,4.107312311488580292e+01,1.535406641649193773e+02
1.513970483788746657e+00,1.235568897194448512e+00,6.547827953610309629e-04,2.183417015208194076e-02,3.030338985781731864e+01,1.719373546201134957e+02,8.293322450221487543e+02
1.593965106684473554e+00,1.172534389255636578e+00,3.498621787775536146e-02,1.575125426708532880e-02,3.795320731698115679e+01,1.628163954714290469e+02,5.445532709287594741e+01
1.538443757022906810e+00,1.208854179598700451e+00,1.467855309934517315e-02,1.447676279565592548e-02,4.539868903999168026e+01,2.069644245273930778e+02,8.313741072144447344e+02
1.430465506362279982e+00,1.298152549323738247e+00,2.837546737848922751e-02,2.501129930084752470e-02,4.335183555666690580e+01,4.345303913204922992e+02,2.582665854753250869e+02
1.622275212054800964e+00,1.151332545193806123e+00,4.404566256783049027e-02,1.313503692383242646e-02,4.183037582408736199e+01,2.811276282263743553e+01,6.053539633735539383e+01
1.498291318714517928e+00,1.246637878628290119e+00,8.931264540418724918e-03,2.412493632702018831e-02,3.274916310861939905e+01,1.101758553892304633e+02,7.057948865402851197e+02
1.498491160274104894e+00,1.250157645794319539e+00,1.478513494292658589e-02,4.468379191025986102e-02,2.617297856893511110e+01,4.602353489766198322e+02,4.964828181793250792e+02
1.472665863899412786e+00,1.262387740869040487e+00,1.761395365824406593e-04,2.436134689774442988e-02,4.255610743124046280e+01,4.657294130644162351e+02,5.798135482364357358e+02
1.653135729838294932e+00,1.130326936013317463e+00,2.515154932052561867e-02,3.260110705157932137e-02,4.413063009281373894e+01,1.320013208520261117e+01,4.933951719600879073e+02
1.392867886667974009e+00,1.341144978580765201e+00,6.024252163964427011e-03,2.356587557405047622e-04,2.896251788929340520e+01,1.714970720148064061e+02,2.450511670543204445e+02
1.618479240732560775e+00,1.159837246405856392e+00,2.698992273694652069e-02,4.691024935191929340e-02,3.042526796210442086e+01,5.154394782220798561e+02,2.817538460382154426e+02
1.444500660878095255e+00,1.285743475567601823e+00,2.945806495877978728e-02,2.256794479786231045e-02,4.305480989163830685e+01,3.810384211044410563e+02,9.933222480635876650e+01
1.615432555355845512e+00,1.165571802135721091e+00,1.680842834860708096e-02,2.678964640725658986e-02,2.280956828558960581e+01,1.994238546218964814e+01,5.057360369065644932e+02
1.444226134829030617e+00,1.291852524410804115e+00,3.530547864352504700e-02,3.124162918668480643e-02,3.355236877951078611e+01,4.807033374421548615e+02,7.708636457462424687e+02
1.544028672280349568e+00,1.211359989107510637e+00,7.026562125697867131e-03,3.032218816642339235e-02,3.260053211001611118e+01,8.312507297298868707e+02,4.088489734287797717e+00
1.571589114866793313e+00,1.194726378951201928e+00,4.035552516518861599e-02,4.165360474666568447e-02,2.586760598501143704e+01,1.642995877945814343e+01,7.095541975750959409e+02
1.558830466976206308e+00,1.195946853548522260e+00,1.438789442967266900e-02,1.756120900239196286e-02,4.099038681678771923e+01,2.344125321134228557e+02,2.316759575419313819e+02
1.386473520259704273e+00,1.338939434020696595e+00,2.879062399013521817e-02,4.089666526110304068e-02,4.300227078692854832e+01,5.033705308778386325e+02,5.793072969290994934e+02
1.433590781252950697e+00,1.302222514415779298e+00,1.126629550543918439e-02,2.929603026182734521e-02,3.118884810457368317e+01,1.133622425792916601e+02,4.820506673890941443e+02
1.580020859063278049e+00,1.178295023870333358e+00,3.225380244118593309e-02,4.856535087616854762e-02,4.597353284936931317e+01,2.102684013557667413e+02,3.470992453268292621e+01
1.386914140429927667e+00,1.344862997810937655e+00,1.461298005911766500e-02,3.986879980862111095e-02,3.233814174351739013e+01,2.650890081457922633e+02,1.736337592032124917e+02
1.495195862698707190e+00,1.248537402878563407e+00,2.659383422454007079e-02,8.765065296083033794e-03,3.382973742012472940e+01,2.579963360920756372e+02,1.084471152452924372e+02
1.426100172492464013e+00,1.304870869421808743e+00,3.972953336949404564e-03,3.777383437785163112e-02,3.798093502704082880e+01,2.351798496363238655e+02,2.946809163212120808e+01
1.479963966506508077e+00,1.261951982727004928e+00,3.183655184407022803e-02,1.204981763671710178e-02,3.225366191657386850e+01,1.446644902065779945e+02,6.697296937596190958e+01
1.400972700046659636e+00,1.331924089858139926e+00,1.623958243423230877e-02,9.540031323688970191e-05,3.149357632332370827e+01,5.779537207946290209e+02,1.889006007572272381e+02
1.572012304226434232e+00,1.185633629857073990e+00,3.348795067243989093e-02,4.317971191107582152e-02,4.284273170193756641e+01,2.248030245117438710e+02,1.090423361536518314e+03
1.564067884941618081e+00,1.194274766156285361e+00,2.714942868200798456e-02,2.593674814190287479e-03,3.727172687447018262e+01,4.178890717770769925e+02,7.897257581201192806e+02
1.552662963455482714e+00,1.201156677135752471e+00,1.604981741124246117e-02,2.636518228460065297e-02,3.992058231472042706e+01,1.254883751467953488e+02,7.211997743965139307e+02
1.625051895874665808e+00,1.150589609350491482e+00,2.498157356771655083e-02,3.452353585872731945e-02,4.020717529904289478e+01,9.663749619873820862e+00,7.026969506732614263e+02
1.489821156683809322e+00,1.255512562210290062e+00,6.140448095554489408e-04,2.231746162139193815e-02,2.912092483575109014e+01,1.028860966591459629e+02,5.511053083336314558e+02
1.516179988562737613e+00,1.228329586197594470e+00,1.860187533625882669e-02,3.292237106412104763e-03,4.064009278052993324e+01,4.434455016441569342e+02,2.053379889981074413e+01
1.576904132711212991e+00,1.182414454050636055e+00,5.795713940875133093e-03,3.632924165084243373e-02,4.215441150486010713e+01,5.232512053149983444e+01,4.250464331038530190e+02
1.538935718998247992e+00,1.214512035861767592e+00,1.686302057067945101e-02,3.438298223771347334e-02,3.403152278717607970e+01,2.042198129948267251e+02,1.300376718044287827e+03
1.400490729800052403e+00,1.331839630939234631e+00,1.983382040863214402e-02,3.271872585724001740e-03,3.287336964330410893e+01,4.678462135417145191e+02,1.238064272321786575e+03
1.582245634881416674e+00,1.180748273689964822e+00,1.977251608291738169e-02,3.907784490143311612e-02,3.811249490231697479e+01,1.687542239862982285e+02,3.283868290517245896e+02
1.362530457397584938e+00,1.359100335847553520e+00,4.483895848388912836e-02,2.443186471780229782e-02,4.807189613456189647e+01,8.013567137655718398e+02,3.940016657525970913e+02
1.515576547834205368e+00,1.226356209590388602e+00,1.734340265211776339e-02,1.103686689297778308e-02,4.528766033657131374e+01,4.212142379734201540e+02,1.373243471517098214e+03
1.537759137503446061e+00,1.214921914589441654e+00,2.338253531314387137e-02,1.009648687146995913e-03,3.501166646543840955e+01,3.087644286300023282e+02,2.365682597629821942e+02
1.679423595137213177e+00,1.114475202808031140e+00,2.349195603083727157e-02,4.457652825253804324e-02,4.313566576232147298e+01,2.186423319990720415e+02,9.030652925523922647e+01
1.521200035303444720e+00,1.226460368950716529e+00,4.711669143831592743e-02,4.217879162373890101e-02,3.641589266985389628e+01,1.198700604758545865e+02,1.504559057106188220e+02
1.429337623633598842e+00,1.302610218984925572e+00,6.480531732911371662e-03,3.341316260876767662e-03,3.721431091938269020e+01,7.683689118092449917e+02,7.789613876772489220e+02
1.445609218095425419e+00,1.286801153686365717e+00,8.649777051093265889e-03,1.781912124235182984e-02,3.973507460981979023e+01,1.065564194826976632e+02,4.716894848611548241e+02
1.758938900542347472e+00,1.067969236892145179e+00,4.547250571291130278e-02,2.091805522414180371e-02,4.386930523651108871e+01,4.666978053328166176e+00,5.424299497771058896e+02
1.522939775089493075e+00,1.227198018898688847e+00,3.907345221054282780e-02,3.692701389129387363e-02,3.282393993324602377e+01,2.534156959393417310e+02,2.040128538941075931e+01
1.673929081887764125e+00,1.116868784860662656e+00,4.931337419599022415e-02,3.585889884346619289e-02,4.546650689516711452e+01,2.531276754063919725e+02,2.239121523259084086e+02
1.493750390996677613e+00,1.245288702827998417e+00,2.536393482332116936e-02,3.412419871779844710e-02,4.235121917953381399e+01,5.355143744787891364e+02,7.171946069097760983e+02
1.504877400034629664e+00,1.240771818690773465e+00,6.552232380415247762e-05,4.400094607026527882e-02,3.373536100313385333e+01,2.183943432531825692e+02,3.076151606625478507e+02
1.594066634467097954e+00,1.173084806809397085e+00,3.919422403577726977e-02,1.615382005699097373e-02,3.665498974667038823e+01,4.151962374328650895e+01,4.745173947853712662e+02
1.516444284032625767e+00,1.228610341849150744e+00,8.582089383264431687e-03,4.353186008648263911e-02,3.972130445088344430e+01,1.097356936080722676e+02,4.035115052290973381e+02
1.503852466499204121e+00,1.240037558068164181e+00,7.532704100423279377e-03,2.253285510085921428e-02,3.691112719451197677e+01,8.223627527418949512e+02,2.044651056059497591e+02
1.458404705934749801e+00,1.272279697456258463e+00,2.969331757896102875e-02,4.954189850658413663e-02,4.563187432828737400e+01,3.277385653340244289e+02,7.061248281253042158e+00
1.383701653505332363e+00,1.349403210268032227e+00,3.969620465053009389e-02,7.928108969259043369e-04,3.012122604594432218e+01,1.522484188036133901e+02,4.472091005401557595e+02
1.522197046189640801e+00,1.226827693752111648e+00,3.922560185621935813e-02,1.028069548962169330e-02,3.465105339416203378e+01,1.551502503624818132e+02,1.167271905307389034e+03
1.591028584998551043e+00,1.173600063232839830e+00,2.582354117195825513e-02,3.641028457784153266e-02,4.019472969090821834e+01,1.002791937523435593e+02,1.436411594088258198e+03
1.486146230735969853e+00,1.255528410891217916e+00,3.351342521350880732e-02,1.647973133807647053e-02,3.432026429591095251e+01,4.670144654396377604e+00,4.506297198907473103e+02
1.433591284269591259e+00,1.300272684046762883e+00,1.319224848480904204e-02,4.960876047674789985e-02,3.446293920923235277e+01,4.403048334181018504e+02,6.426182666488294899e+02
1.596528717213010484e+00,1.167440074264742833e+00,1.232622409760163705e-02,4.231625650971960334e-02,4.497811569374104579e+01,2.855059446648280073e+02,8.607428387571696931e+02
1.662762356606309888e+00,1.130594647995082358e+00,4.451907667580957267e-02,1.257053050407268974e-02,3.119171462099121328e+01,2.008705067251210892e+02,2.252143287409238326e+01
1.456636738441816847e+00,1.278900396717153054e+00,4.855359713209036338e-02,1.635315572483218155e-02,3.669909233387006964e+01,8.592767697360415013e+01,4.732337192680805060e+02
1.535746080699414318e+00,1.215096638381506278e+00,1.223250862831086645e-02,3.125852577463324698e-03,3.709378974048262023e+01,1.342521263687836495e+02,8.644921412083275527e+02
1.425028155615551739e+00,1.303443765503399243e+00,3.468359383131030399e-02,4.076908366803508321e-02,4.255013118936351901e+01,4.307367399175873288e+02,4.536434909915128628e+02
1.510000113929647059e+00,1.235644846667549146e+00,2.270416567896587842e-02,2.076425788211301235e-02,3.613266631634611770e+01,4.477159830420139741e+01,7.081644501296445924e+02
1.530951742651660119e+00,1.220088061978397143e+00,1.817711202293136041e-02,4.068255507518927366e-02,3.450747950290737265e+01,4.092225611161073573e+01,4.307037478327570739e+02
1.511595508900710927e+00,1.234754976981146335e+00,1.285531042600279727e-02,1.042347258765637802e-02,3.534272568421192773e+01,2.784183894627018390e+02,4.041904041192040609e+00
1.590352032515622405e+00,1.172349054461141238e+00,3.104380242478696830e-02,3.242083767301421476e-02,4.358236028796475381e+01,1.844738414708301661e+02,1.334381681561559844e+03
1.364263540564472521e+00,1.360072249166500713e+00,2.660009616969472371e-02,1.509644729836182551e-02,4.362837656038509238e+01,7.025399981023936107e+02,2.498486249306918694e+02
1.396260057942477983e+00,1.331663404714882759e+00,1.300212109482753835e-02,1.660862255370705240e-02,3.961544465687877192e+01,2.078523183135707342e+01,3.371483015689665308e+02
1.591419291493516353e+00,1.170716231829595166e+00,2.921368221610665117e-02,1.504154495294728576e-02,4.538530968126375598e+01,1.392183269011794380e+02,3.306797390001717645e+02
1.605187331491911618e+00,1.165796791243625341e+00,2.942939941403837148e-02,4.572473520730559876e-03,3.638108520813689495e+01,5.822448676767005082e+01,9.512239860760047350e+02
1.577637748213588598e+00,1.190393581696034486e+00,1.862360286461377940e-02,3.660505759257282749e-02,2.609109442050198169e+01,4.449381540960417283e+02,6.301424278852254020e+02
1.391918828689366228e+00,1.341547812492288383e+00,1.972642780772603660e-02,1.352666708991406841e-02,2.971119397798274520e+01,1.398046197822180545e+02,2.886348084639045624e+02
1.712230078626173047e+00,1.097695170069925563e+00,4.906659975732535067e-02,4.198667946124840650e-02,3.713309524951926477e+01,1.514862579458086032e+02,3.790053225730578674e+02
1.538072382263250049e+00,1.213171651225742664e+00,8.226724692605172362e-03,4.348111575077330537e-02,3.794653574918346806e+01,6.886107000802812195e+01,1.412847558196427372e+03
1.395790349151544874e+00,1.329571462907611856e+00,3.970051829415407324e-02,4.215242627776646239e-02,4.391717611857854564e+01,3.221247541786404440e+02,1.450450858685843286e+03
1.484696562094480754e+00,1.251811168628647275e+00,4.687196236604252927e-03,1.432631166294162216e-04,4.331692156290380780e+01,7.825168192926064137e+01,4.444716857689223843e+02
1.576703435870560943e+00,1.187026364355296071e+00,1.637918282312465779e-02,3.948231257416800338e-02,3.335847306693912628e+01,2.024282508191757302e+02,2.862693786073810429e+02
1.531546606309519554e+00,1.218493753244872746e+00,1.686103880172049735e-02,2.766552581876888586e-02,3.702637869740658516e+01,1.324572774444803969e+01,6.932900786943155254e+02
1.391912930190303266e+00,1.338062871619273508e+00,6.316325957587708151e-03,3.528601285412283350e-02,3.568379782633493846e+01,8.162362588582225271e+02,6.620774647587454638e+02
1.434832226172965131e+00,1.295930048435848470e+00,1.889007245471888141e-02,4.726378693796158548e-02,3.995836032661899395e+01,1.570901095151141647e+02,2.747115851868464347e+02
1.578459390458852862e+00,1.187963113934454640e+00,1.962263560065629492e-02,2.772317143701203551e-02,2.920915955347237869e+01,9.338033166953397313e+01,4.477165706553226414e+02
1.389455532480773803e+00,1.334371627544594263e+00,1.111991511872477238e-02,1.196026342709284943e-02,4.618678661358069348e+01,1.176605210018524588e+02,1.216151452185362587e+03
1.481353473508920215e+00,1.258030810624586326e+00,4.327729498609705905e-02,2.363227190075791254e-02,3.728348784253429216e+01,9.131744322384653287e+02,7.408387624371521269e+02
1.558664452835051062e+00,1.202098003648411906e+00,1.162972002481188136e-02,2.732842928112802147e-02,2.958001918701409849e+01,1.373373936674103959e+02,6.624758332863237911e+02
1.581059979597732479e+00,1.180814488068917756e+00,2.811851057857482628e-02,2.942336477380928794e-02,4.002444838082426060e+01,4.258952858717364620e+02,4.953392254390664675e+02
1.409305757998926767e+00,1.322182610432867556e+00,9.778802696500180081e-03,6.452579334185312189e-03,3.515193860207549648e+01,1.090864970320233454e+02,5.268286902364613979e+02
1.490574948054367299e+00,1.247690492412026675e+00,3.434294116595176111e-02,2.743280566631084091e-02,4.218539382540541993e+01,4.886970833477718656e+02,6.651348233365049509e+02
1.581220039012565470e+00,1.182785362134167961e+00,3.049345477192673404e-02,1.233958120523592945e-02,3.539384102470912552e+01,8.701805832024183474e+01,1.333794089851076592e+02
1.475251091688512872e+00,1.259797772460099274e+00,5.871446459373519042e-03,3.544857989125781150e-02,4.304937411107883349e+01,7.261086609398437304e+02,1.712594315343857261e+02
1.574159433922412088e+00,1.184263766499118686e+00,2.935686082422438517e-02,1.131092940160256972e-02,4.270216870529159081e+01,1.565296334431044727e+02,1.886722960432914761e+03
1.573825735811365867e+00,1.191463121897282651e+00,2.690786583159093456e-02,4.090739535509850533e-02,2.911976377695484075e+01,5.894699002742756875e+02,3.878325316977407056e+02
1.467152019748095837e+00,1.265656321335946410e+00,3.512060251906595765e-02,4.287607637844601666e-02,4.486680283649316436e+01,1.014044168605071832e+03,1.044520057988140252e+03
1.582641097598050051e+00,1.177145588875905480e+00,1.737577868397287631e-02,2.431316431479724899e-02,4.489263702260140576e+01,2.491702673356977016e+02,2.201654996526427794e+02
1.556228241083629671e+00,1.197320950996967115e+00,1.466757771000209640e-02,1.073614178657921001e-03,4.213401583940373030e+01,1.617101981824050370e+02,3.208878300515041815e+02
1.560105960571959161e+00,1.199686252679453835e+00,1.458927550057572201e-02,3.854118604732022224e-02,3.265329177807025474e+01,1.642780101574934974e+02,4.566347462436901310e+02
1.462507260820979704e+00,1.272332180129911894e+00,2.086140151193031575e-02,2.424087504323588910e-02,3.956341034682517943e+01,1.598884206687952769e+01,5.783660661269128695e+02
1.368007895939001184e+00,1.361929259262265601e+00,3.852901221538144322e-02,2.254050404839087751e-02,3.497935779520704358e+01,1.399831028514277250e+03,3.870806753878532618e+02
1.622949165566856644e+00,1.155410888219461363e+00,4.309861762695109400e-02,3.758296404911266875e-02,3.297806443707134605e+01,3.587102382432015020e+02,6.194977837337497704e+02
1.610025572050026721e+00,1.162364571401414137e+00,2.767794834136953069e-02,4.018294991079941064e-02,3.725219208500734425e+01,6.786800846371025955e+02,1.995023689760355410e+02
1.380724534243472190e+00,1.345836007621478148e+00,1.167272592210967866e-02,3.004815679650434113e-02,4.028045955044758841e+01,3.737315882703354077e+02,2.219035775165839368e+02
1.376878948993985219e+00,1.356160424790369134e+00,1.159037017228548710e-02,9.115582590192116211e-03,3.013746469943103534e+01,1.235295410856025910e+03,7.244603015624066700e+01
1.532942008738960027e+00,1.221647453993925492e+00,3.410208315126828094e-02,3.806478478707862878e-02,2.907762803812266483e+01,6.855208115432017166e+02,1.598439784564252477e+02
1.376521698014793849e+00,1.353842191817684393e+00,3.538067612635223402e-02,4.188260263255696308e-02,3.391529717600700877e+01,2.372791330612286060e+02,3.068869767580492862e+02
1.669707574969410802e+00,1.126632383528433312e+00,3.135351049952988384e-02,3.953814611220007880e-02,3.066049991378477557e+01,1.612070614857609385e+00,8.033359953681382422e+02
1.477053639760079973e+00,1.257533943799138632e+00,1.841720268355662854e-02,3.242525364338613020e-02,4.472616291395036825e+01,2.812851128721726468e+02,9.362470145861461788e+02
1.508977662097883199e+00,1.237416810877274287e+00,1.147393455104553546e-02,6.178644559012697740e-03,3.398188695161185535e+01,8.055568398102556671e+01,1.350450945296480825e+02
1.464429996103808973e+00,1.268250646832673523e+00,6.306559727634535734e-03,2.529763903603719603e-03,4.405093299119386785e+01,5.785638557581797841e+02,4.290501523994115587e+02
1.521896353072091035e+00,1.222805596665531569e+00,2.231726696307285290e-02,1.520838984103082929e-02,4.298529222076217593e+01,8.214477143583883390e+02,5.656436993501785082e+02
1.535719190463830097e+00,1.219236314621391370e+00,3.053391176435366755e-02,4.994126099398375762e-02,2.982668406843285780e+01,5.245767527004875319e+02,4.087075958087777394e+02
1.448901999367700366e+00,1.287016721234823136e+00,5.874116018065252826e-03,1.321318834103526497e-02,3.436244258998215884e+01,7.169343886692595333e+02,6.216121859154951608e+02
1.452515471942028791e+00,1.282733354731103947e+00,1.172816787375379442e-02,1.441168356721776907e-02,3.647154213380631660e+01,8.563689365428990641e+01,6.116578692893651805e+02
1.401762513681766853e+00,1.327256989631856010e+00,2.375444427049774529e-02,8.248215236548845329e-04,3.843785503204291842e+01,6.635631513436305795e+02,6.603073569759624206e+02
1.414998064720703663e+00,1.318302311293897411e+00,7.119305875583253722e-03,4.708301954302852692e-03,3.264122787882737242e+01,2.189159304923873322e+02,5.260915861703097107e+02
